graph	algo	n	m	e	rn	rm	re	offset	time	seed
dac2012_superblue7.hgr.random100	reduce5	1360217	1340418	3.68	1059401	1056305	3.43	14987	46.25090	203
dac2012_superblue7.hgr.random100	reduce12	1360217	1340418	3.68	150769	122822	3.79	257674	65.61956	21
dac2012_superblue7.hgr.random100	reduce1	1360217	1340418	3.68	1360217	1340357	3.68	0	0.26108	1002
dac2012_superblue7.hgr.random100	reduce2	1360217	1340418	3.68	999166	1008507	3.70	98385	0.40002	1002
dac2012_superblue7.hgr.random100	reduce3	1360217	1340418	3.68	1360217	1316385	3.70	0	0.87702	1002
dac2012_superblue7.hgr.random100	reduce13	1360217	1340418	3.68	152852	125949	3.76	257191	64.20244	21
dac2012_superblue7.hgr.random100	reduce4	1360217	1340418	3.68	690102	696072	3.65	163278	1.82523	1002
dac2012_superblue7.hgr.random100	reduce14	1360217	1340418	3.68	150921	122990	3.79	257637	63.78367	21
dac2012_superblue7.hgr.random100	reduce15	1360217	1340418	3.68	608984	597327	3.60	177954	10.68383	203
dac2012_superblue7.hgr.random100	reduce8	1360217	1340418	3.68	150771	122825	3.79	257673	62.93101	203
dac2012_superblue7.hgr.random100	reduce6	1360217	1340418	3.68	1194228	1207086	3.71	52054	18.30193	1002
dac2012_superblue7.hgr.random100	reduce9	1360217	1340418	3.68	150771	122825	3.79	257673	62.81715	203
dac2012_superblue7.hgr.random100	reduce10	1360217	1340418	3.68	150671	122702	3.79	257725	65.91026	203
dac2012_superblue7.hgr.random100	reduce11	1360217	1340418	3.68	150771	129751	4.04	257673	63.71603	203
dac2012_superblue7.hgr.random100	reduce12	1360217	1340418	3.68	150769	122822	3.79	257674	64.70321	203
dac2012_superblue6.hgr.random100	reduce7	1011662	1006629	3.37	414292	209808	3.37	0	295.61471	203
dac2012_superblue7.hgr.random100	reduce5	1360217	1340418	3.68	1059401	1056305	3.43	14987	46.39155	1002
dac2012_superblue9.hgr.random100	reduce1	844332	833808	3.48	844332	833793	3.48	0	0.16577	1
dac2012_superblue7.hgr.random100	reduce13	1360217	1340418	3.68	152852	125949	3.76	257191	65.47349	203
dac2012_superblue9.hgr.random100	reduce2	844332	833808	3.48	628720	634578	3.54	64584	0.23692	1
dac2012_superblue9.hgr.random100	reduce3	844332	833808	3.48	844332	817096	3.50	0	0.85888	1
dac2012_superblue7.hgr.random100	reduce14	1360217	1340418	3.68	150921	122990	3.79	257637	63.96557	203
dac2012_superblue9.hgr.random100	reduce4	844332	833808	3.48	474920	399330	3.79	94303	0.95305	1
dac2012_superblue7.hgr.random100	reduce15	1360217	1340418	3.68	608984	597327	3.60	177954	10.82817	1002
dac2012_superblue7.hgr.random100	reduce8	1360217	1340418	3.68	150771	122825	3.79	257673	63.95923	1002
dac2012_superblue9.hgr.random100	reduce6	844332	833808	3.48	746752	750944	3.49	27605	19.69965	1
dac2012_superblue7.hgr.random100	reduce9	1360217	1340418	3.68	150771	122825	3.79	257673	63.14412	1002
dac2012_superblue7.hgr.random100	reduce10	1360217	1340418	3.68	150671	122702	3.79	257725	65.01524	1002
dac2012_superblue6.hgr.random100	reduce7	1011662	1006629	3.37	414292	209808	3.37	0	294.97072	1002
dac2012_superblue9.hgr.random100	reduce5	844332	833808	3.48	663800	576450	3.47	7722	33.92369	1
dac2012_superblue7.hgr.random100	reduce11	1360217	1340418	3.68	150771	129751	4.04	257673	64.86080	1002
dac2012_superblue7.hgr.random100	reduce12	1360217	1340418	3.68	150769	122822	3.79	257674	64.39691	1002
dac2012_superblue9.hgr.random100	reduce1	844332	833808	3.48	844332	833793	3.48	0	0.16343	21
dac2012_superblue9.hgr.random100	reduce2	844332	833808	3.48	628720	634578	3.54	64584	0.23329	21
dac2012_superblue9.hgr.random100	reduce3	844332	833808	3.48	844332	817096	3.50	0	0.86200	21
dac2012_superblue7.hgr.random100	reduce13	1360217	1340418	3.68	152852	125949	3.76	257191	64.92462	1002
dac2012_superblue7.hgr.random100	reduce14	1360217	1340418	3.68	150921	122990	3.79	257637	62.47549	1002
dac2012_superblue9.hgr.random100	reduce4	844332	833808	3.48	474920	399330	3.79	94303	0.96372	21
dac2012_superblue9.hgr.random100	reduce15	844332	833808	3.48	369012	282228	3.93	121558	25.29811	1
dac2012_superblue9.hgr.random100	reduce6	844332	833808	3.48	746752	750944	3.49	27605	19.63534	21
dac2012_superblue9.hgr.random100	reduce5	844332	833808	3.48	663800	576450	3.47	7722	34.58126	21
dac2012_superblue7.hgr.random100	reduce7	1360217	1340418	3.68	413038	138694	3.94	0	485.34920	1
dac2012_superblue7.hgr.random100	reduce7	1360217	1340418	3.68	413038	138694	3.94	0	485.22312	21
dac2012_superblue7.hgr.random100	reduce7	1360217	1340418	3.68	413038	138694	3.94	0	489.21148	203
dac2012_superblue7.hgr.random100	reduce7	1360217	1340418	3.68	413038	138694	3.94	0	489.20998	1002
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	598.86294	1
dac2012_superblue9.hgr.random100	reduce9	844332	833808	3.48	95304	58696	4.07	168662	608.58781	1
dac2012_superblue9.hgr.random100	reduce1	844332	833808	3.48	844332	833793	3.48	0	0.17738	203
dac2012_superblue9.hgr.random100	reduce2	844332	833808	3.48	628720	634578	3.54	64584	0.25867	203
dac2012_superblue9.hgr.random100	reduce3	844332	833808	3.48	844332	817096	3.50	0	0.89380	203
dac2012_superblue9.hgr.random100	reduce4	844332	833808	3.48	474920	399330	3.79	94303	1.05916	203
dac2012_superblue9.hgr.random100	reduce15	844332	833808	3.48	369012	282228	3.93	121558	26.41429	21
dac2012_superblue9.hgr.random100	reduce11	844332	833808	3.48	95306	59785	4.59	168661	605.77308	1
dac2012_superblue9.hgr.random100	reduce12	844332	833808	3.48	95267	58655	4.07	168676	605.51361	1
dac2012_superblue9.hgr.random100	reduce14	844332	833808	3.48	95391	58778	4.07	168625	608.19107	1
dac2012_superblue9.hgr.random100	reduce13	844332	833808	3.48	94275	57386	4.09	168999	614.35279	1
dac2012_superblue9.hgr.random100	reduce7	844332	833808	3.48	263981	59681	4.58	0	651.86560	1
dac2012_superblue9.hgr.random100	reduce6	844332	833808	3.48	746752	750944	3.49	27605	19.02204	203
dac2012_superblue9.hgr.random100	reduce5	844332	833808	3.48	663800	576450	3.47	7722	35.20389	203
dac2012_superblue9.hgr.random100	reduce9	844332	833808	3.48	95304	58696	4.07	168662	596.93543	21
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	599.23926	21
dac2012_superblue9.hgr.random100	reduce10	844332	833808	3.48	95229	58620	4.07	168702	654.26257	1
dac2012_superblue9.hgr.random100	reduce1	844332	833808	3.48	844332	833793	3.48	0	0.17024	1002
dac2012_superblue9.hgr.random100	reduce2	844332	833808	3.48	628720	634578	3.54	64584	0.25250	1002
dac2012_superblue9.hgr.random100	reduce3	844332	833808	3.48	844332	817096	3.50	0	0.91729	1002
dac2012_superblue9.hgr.random100	reduce4	844332	833808	3.48	474920	399330	3.79	94303	1.07721	1002
dac2012_superblue9.hgr.random100	reduce15	844332	833808	3.48	369012	282228	3.93	121558	25.96812	203
dac2012_superblue9.hgr.random100	reduce7	844332	833808	3.48	263981	59681	4.58	0	649.53774	21
dac2012_superblue9.hgr.random100	reduce5	844332	833808	3.48	663800	576450	3.47	7722	35.24088	1002
dac2012_superblue9.hgr.random100	reduce6	844332	833808	3.48	746752	750944	3.49	27605	19.08683	1002
dac2012_superblue9.hgr.random100	reduce10	844332	833808	3.48	95229	58620	4.07	168702	645.77012	21
dac2012_superblue9.hgr.random100	reduce11	844332	833808	3.48	95306	59785	4.59	168661	566.28165	21
dac2012_superblue9.hgr.random100	reduce12	844332	833808	3.48	95267	58655	4.07	168676	566.89924	21
dac2012_superblue9.hgr.random100	reduce13	844332	833808	3.48	94275	57386	4.09	168999	565.87592	21
dac2012_superblue9.hgr.random100	reduce14	844332	833808	3.48	95391	58778	4.07	168625	557.86013	21
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	609.35440	203
dac2012_superblue9.hgr.random100	reduce9	844332	833808	3.48	95304	58696	4.07	168662	616.53648	203
dictionary28.mtx.hgr.random100	reduce1	52652	39327	4.53	52652	28310	5.90	0	0.01539	1
dictionary28.mtx.hgr.random100	reduce2	52652	39327	4.53	16877	19147	4.52	24243	0.01514	1
dictionary28.mtx.hgr.random100	reduce3	52652	39327	4.53	52652	26299	6.20	0	0.01742	1
dictionary28.mtx.hgr.random100	reduce4	52652	39327	4.53	19075	15737	4.23	19276	0.03103	1
dictionary28.mtx.hgr.random100	reduce5	52652	39327	4.53	19124	20227	3.13	20918	0.10649	1
dictionary28.mtx.hgr.random100	reduce6	52652	39327	4.53	16106	19039	4.53	24959	0.08841	1
dac2012_superblue9.hgr.random100	reduce12	844332	833808	3.48	95267	58655	4.07	168676	611.21105	203
dictionary28.mtx.hgr.random100	reduce7	52652	39327	4.53	31395	4749	3.21	0	0.11484	1
dictionary28.mtx.hgr.random100	reduce8	52652	39327	4.53	2640	3787	3.42	28711	0.07380	1
dictionary28.mtx.hgr.random100	reduce9	52652	39327	4.53	2640	3787	3.42	28711	0.07293	1
dictionary28.mtx.hgr.random100	reduce10	52652	39327	4.53	2640	3787	3.42	28711	0.09097	1
dictionary28.mtx.hgr.random100	reduce11	52652	39327	4.53	2640	4634	3.22	28711	0.06835	1
dac2012_superblue9.hgr.random100	reduce11	844332	833808	3.48	95306	59785	4.59	168661	617.97359	203
dictionary28.mtx.hgr.random100	reduce12	52652	39327	4.53	2640	3787	3.42	28711	0.07053	1
dictionary28.mtx.hgr.random100	reduce13	52652	39327	4.53	2658	3816	3.42	28706	0.06769	1
dictionary28.mtx.hgr.random100	reduce14	52652	39327	4.53	2640	3787	3.42	28711	0.06598	1
dictionary28.mtx.hgr.random100	reduce15	52652	39327	4.53	4486	6084	3.79	28201	0.05005	1
dictionary28.mtx.hgr.random100	reduce1	52652	39327	4.53	52652	28310	5.90	0	0.01096	21
dac2012_superblue9.hgr.random100	reduce15	844332	833808	3.48	369012	282228	3.93	121558	27.30192	1002
dictionary28.mtx.hgr.random100	reduce2	52652	39327	4.53	16877	19147	4.52	24243	0.01488	21
dictionary28.mtx.hgr.random100	reduce3	52652	39327	4.53	52652	26299	6.20	0	0.01711	21
dictionary28.mtx.hgr.random100	reduce4	52652	39327	4.53	19075	15737	4.23	19276	0.03158	21
dictionary28.mtx.hgr.random100	reduce5	52652	39327	4.53	19124	20227	3.13	20918	0.10625	21
dac2012_superblue9.hgr.random100	reduce14	844332	833808	3.48	95391	58778	4.07	168625	610.75043	203
dictionary28.mtx.hgr.random100	reduce6	52652	39327	4.53	16106	19039	4.53	24959	0.08711	21
dictionary28.mtx.hgr.random100	reduce7	52652	39327	4.53	31395	4749	3.21	0	0.11350	21
dictionary28.mtx.hgr.random100	reduce8	52652	39327	4.53	2640	3787	3.42	28711	0.07171	21
dictionary28.mtx.hgr.random100	reduce9	52652	39327	4.53	2640	3787	3.42	28711	0.07117	21
dictionary28.mtx.hgr.random100	reduce10	52652	39327	4.53	2640	3787	3.42	28711	0.09322	21
dictionary28.mtx.hgr.random100	reduce11	52652	39327	4.53	2640	4634	3.22	28711	0.06821	21
dictionary28.mtx.hgr.random100	reduce12	52652	39327	4.53	2640	3787	3.42	28711	0.07048	21
dictionary28.mtx.hgr.random100	reduce13	52652	39327	4.53	2658	3816	3.42	28706	0.06770	21
dictionary28.mtx.hgr.random100	reduce14	52652	39327	4.53	2640	3787	3.42	28711	0.06522	21
dac2012_superblue9.hgr.random100	reduce13	844332	833808	3.48	94275	57386	4.09	168999	621.82784	203
dictionary28.mtx.hgr.random100	reduce15	52652	39327	4.53	4486	6084	3.79	28201	0.05049	21
dictionary28.mtx.hgr.random100	reduce1	52652	39327	4.53	52652	28310	5.90	0	0.01085	203
dictionary28.mtx.hgr.random100	reduce2	52652	39327	4.53	16877	19147	4.52	24243	0.01472	203
dictionary28.mtx.hgr.random100	reduce3	52652	39327	4.53	52652	26299	6.20	0	0.01791	203
dictionary28.mtx.hgr.random100	reduce4	52652	39327	4.53	19075	15737	4.23	19276	0.03140	203
dictionary28.mtx.hgr.random100	reduce5	52652	39327	4.53	19124	20227	3.13	20918	0.10442	203
dictionary28.mtx.hgr.random100	reduce6	52652	39327	4.53	16106	19039	4.53	24959	0.08873	203
dictionary28.mtx.hgr.random100	reduce7	52652	39327	4.53	31395	4749	3.21	0	0.11498	203
dac2012_superblue9.hgr.random100	reduce7	844332	833808	3.48	263981	59681	4.58	0	664.82617	203
dictionary28.mtx.hgr.random100	reduce8	52652	39327	4.53	2640	3787	3.42	28711	0.07149	203
dictionary28.mtx.hgr.random100	reduce9	52652	39327	4.53	2640	3787	3.42	28711	0.07150	203
dictionary28.mtx.hgr.random100	reduce10	52652	39327	4.53	2640	3787	3.42	28711	0.08833	203
dictionary28.mtx.hgr.random100	reduce11	52652	39327	4.53	2640	4634	3.22	28711	0.06766	203
dictionary28.mtx.hgr.random100	reduce12	52652	39327	4.53	2640	3787	3.42	28711	0.07011	203
dictionary28.mtx.hgr.random100	reduce13	52652	39327	4.53	2658	3816	3.42	28706	0.06719	203
dictionary28.mtx.hgr.random100	reduce14	52652	39327	4.53	2640	3787	3.42	28711	0.06614	203
dictionary28.mtx.hgr.random100	reduce15	52652	39327	4.53	4486	6084	3.79	28201	0.04984	203
dictionary28.mtx.hgr.random100	reduce1	52652	39327	4.53	52652	28310	5.90	0	0.01248	1002
dictionary28.mtx.hgr.random100	reduce2	52652	39327	4.53	16877	19147	4.52	24243	0.01425	1002
dictionary28.mtx.hgr.random100	reduce3	52652	39327	4.53	52652	26299	6.20	0	0.01730	1002
dictionary28.mtx.hgr.random100	reduce4	52652	39327	4.53	19075	15737	4.23	19276	0.03037	1002
dac2012_superblue9.hgr.random100	reduce10	844332	833808	3.48	95229	58620	4.07	168702	665.86211	203
dictionary28.mtx.hgr.random100	reduce5	52652	39327	4.53	19124	20227	3.13	20918	0.10484	1002
dictionary28.mtx.hgr.random100	reduce6	52652	39327	4.53	16106	19039	4.53	24959	0.08706	1002
dictionary28.mtx.hgr.random100	reduce7	52652	39327	4.53	31395	4749	3.21	0	0.11234	1002
dictionary28.mtx.hgr.random100	reduce8	52652	39327	4.53	2640	3787	3.42	28711	0.07185	1002
dictionary28.mtx.hgr.random100	reduce9	52652	39327	4.53	2640	3787	3.42	28711	0.07046	1002
dac2012_superblue9.hgr.random100	reduce9	844332	833808	3.48	95304	58696	4.07	168662	600.92074	1002
dictionary28.mtx.hgr.random100	reduce10	52652	39327	4.53	2640	3787	3.42	28711	0.08928	1002
dictionary28.mtx.hgr.random100	reduce11	52652	39327	4.53	2640	4634	3.22	28711	0.06721	1002
dac2012_superblue9.hgr.random100	reduce8	844332	833808	3.48	95304	58696	4.07	168662	605.12913	1002
dictionary28.mtx.hgr.random100	reduce12	52652	39327	4.53	2640	3787	3.42	28711	0.06963	1002
dictionary28.mtx.hgr.random100	reduce13	52652	39327	4.53	2658	3816	3.42	28706	0.06664	1002
dictionary28.mtx.hgr.random100	reduce14	52652	39327	4.53	2640	3787	3.42	28711	0.06476	1002
dictionary28.mtx.hgr.random100	reduce15	52652	39327	4.53	4486	6084	3.79	28201	0.04974	1002
ex19.mtx.hgr.random100	reduce1	12005	12005	21.65	12005	11703	22.18	0	0.01106	1
ex19.mtx.hgr.random100	reduce2	12005	12005	21.65	11703	11703	22.18	302	0.00875	1
ex19.mtx.hgr.random100	reduce3	12005	12005	21.65	12005	2001	31.66	0	0.00729	1
ex19.mtx.hgr.random100	reduce4	12005	12005	21.65	2330	7996	2.62	151	0.02994	1
ex19.mtx.hgr.random100	reduce5	12005	12005	21.65	12	18	2.00	979	0.04331	1
ex19.mtx.hgr.random100	reduce6	12005	12005	21.65	11703	11703	22.18	302	0.04771	1
ex19.mtx.hgr.random100	reduce7	12005	12005	21.65	985	0	0.00	0	0.05525	1
ex19.mtx.hgr.random100	reduce8	12005	12005	21.65	0	0	0.00	985	0.01217	1
ex19.mtx.hgr.random100	reduce9	12005	12005	21.65	0	0	0.00	985	0.01153	1
ex19.mtx.hgr.random100	reduce10	12005	12005	21.65	0	0	0.00	985	0.02131	1
ex19.mtx.hgr.random100	reduce11	12005	12005	21.65	0	0	0.00	985	0.04685	1
ex19.mtx.hgr.random100	reduce12	12005	12005	21.65	0	0	0.00	985	0.01195	1
ex19.mtx.hgr.random100	reduce13	12005	12005	21.65	0	0	0.00	985	0.01212	1
ex19.mtx.hgr.random100	reduce14	12005	12005	21.65	0	0	0.00	985	0.01123	1
ex19.mtx.hgr.random100	reduce15	12005	12005	21.65	0	0	0.00	985	0.01083	1
ex19.mtx.hgr.random100	reduce1	12005	12005	21.65	12005	11703	22.18	0	0.00871	21
ex19.mtx.hgr.random100	reduce2	12005	12005	21.65	11703	11703	22.18	302	0.00885	21
ex19.mtx.hgr.random100	reduce3	12005	12005	21.65	12005	2001	31.66	0	0.00730	21
ex19.mtx.hgr.random100	reduce4	12005	12005	21.65	2330	7996	2.62	151	0.02945	21
ex19.mtx.hgr.random100	reduce5	12005	12005	21.65	12	18	2.00	979	0.04321	21
ex19.mtx.hgr.random100	reduce6	12005	12005	21.65	11703	11703	22.18	302	0.04743	21
ex19.mtx.hgr.random100	reduce7	12005	12005	21.65	985	0	0.00	0	0.05467	21
ex19.mtx.hgr.random100	reduce8	12005	12005	21.65	0	0	0.00	985	0.01218	21
ex19.mtx.hgr.random100	reduce9	12005	12005	21.65	0	0	0.00	985	0.01133	21
ex19.mtx.hgr.random100	reduce10	12005	12005	21.65	0	0	0.00	985	0.02136	21
dac2012_superblue9.hgr.random100	reduce7	844332	833808	3.48	263981	59681	4.58	0	651.98829	1002
ex19.mtx.hgr.random100	reduce11	12005	12005	21.65	0	0	0.00	985	0.04664	21
ex19.mtx.hgr.random100	reduce12	12005	12005	21.65	0	0	0.00	985	0.01209	21
ex19.mtx.hgr.random100	reduce13	12005	12005	21.65	0	0	0.00	985	0.01200	21
ex19.mtx.hgr.random100	reduce14	12005	12005	21.65	0	0	0.00	985	0.01111	21
ex19.mtx.hgr.random100	reduce15	12005	12005	21.65	0	0	0.00	985	0.01089	21
ex19.mtx.hgr.random100	reduce1	12005	12005	21.65	12005	11703	22.18	0	0.00863	203
ex19.mtx.hgr.random100	reduce2	12005	12005	21.65	11703	11703	22.18	302	0.00866	203
ex19.mtx.hgr.random100	reduce3	12005	12005	21.65	12005	2001	31.66	0	0.00731	203
ex19.mtx.hgr.random100	reduce4	12005	12005	21.65	2330	7996	2.62	151	0.02962	203
ex19.mtx.hgr.random100	reduce5	12005	12005	21.65	12	18	2.00	979	0.04379	203
ex19.mtx.hgr.random100	reduce6	12005	12005	21.65	11703	11703	22.18	302	0.04649	203
ex19.mtx.hgr.random100	reduce7	12005	12005	21.65	985	0	0.00	0	0.05457	203
ex19.mtx.hgr.random100	reduce8	12005	12005	21.65	0	0	0.00	985	0.01204	203
ex19.mtx.hgr.random100	reduce9	12005	12005	21.65	0	0	0.00	985	0.01175	203
ex19.mtx.hgr.random100	reduce10	12005	12005	21.65	0	0	0.00	985	0.02320	203
ex19.mtx.hgr.random100	reduce11	12005	12005	21.65	0	0	0.00	985	0.04628	203
ex19.mtx.hgr.random100	reduce12	12005	12005	21.65	0	0	0.00	985	0.01194	203
ex19.mtx.hgr.random100	reduce13	12005	12005	21.65	0	0	0.00	985	0.01141	203
ex19.mtx.hgr.random100	reduce14	12005	12005	21.65	0	0	0.00	985	0.01134	203
ex19.mtx.hgr.random100	reduce15	12005	12005	21.65	0	0	0.00	985	0.01123	203
ex19.mtx.hgr.random100	reduce1	12005	12005	21.65	12005	11703	22.18	0	0.00901	1002
dac2012_superblue9.hgr.random100	reduce10	844332	833808	3.48	95229	58620	4.07	168702	644.06435	1002
ex19.mtx.hgr.random100	reduce2	12005	12005	21.65	11703	11703	22.18	302	0.00880	1002
ex19.mtx.hgr.random100	reduce3	12005	12005	21.65	12005	2001	31.66	0	0.00748	1002
ex19.mtx.hgr.random100	reduce4	12005	12005	21.65	2330	7996	2.62	151	0.02984	1002
ex19.mtx.hgr.random100	reduce5	12005	12005	21.65	12	18	2.00	979	0.04367	1002
ex19.mtx.hgr.random100	reduce6	12005	12005	21.65	11703	11703	22.18	302	0.04711	1002
ex19.mtx.hgr.random100	reduce7	12005	12005	21.65	985	0	0.00	0	0.05436	1002
ex19.mtx.hgr.random100	reduce8	12005	12005	21.65	0	0	0.00	985	0.01189	1002
ex19.mtx.hgr.random100	reduce9	12005	12005	21.65	0	0	0.00	985	0.01178	1002
ex19.mtx.hgr.random100	reduce10	12005	12005	21.65	0	0	0.00	985	0.02125	1002
ex19.mtx.hgr.random100	reduce11	12005	12005	21.65	0	0	0.00	985	0.04671	1002
ex19.mtx.hgr.random100	reduce12	12005	12005	21.65	0	0	0.00	985	0.01192	1002
ex19.mtx.hgr.random100	reduce13	12005	12005	21.65	0	0	0.00	985	0.01140	1002
ex19.mtx.hgr.random100	reduce14	12005	12005	21.65	0	0	0.00	985	0.01033	1002
ex19.mtx.hgr.random100	reduce15	12005	12005	21.65	0	0	0.00	985	0.01069	1002
fd18.mtx.hgr.random100	reduce1	16428	16428	3.86	16428	16138	3.91	0	0.00574	1
fd18.mtx.hgr.random100	reduce2	16428	16428	3.86	14392	14369	3.93	876	0.00458	1
fd18.mtx.hgr.random100	reduce3	16428	16428	3.86	16428	15996	3.93	0	0.00691	1
fd18.mtx.hgr.random100	reduce4	16428	16428	3.86	14252	14353	3.90	880	0.00705	1
fd18.mtx.hgr.random100	reduce5	16428	16428	3.86	14458	14757	3.82	630	0.01687	1
fd18.mtx.hgr.random100	reduce6	16428	16428	3.86	14392	14369	3.93	876	0.01691	1
fd18.mtx.hgr.random100	reduce7	16428	16428	3.86	14384	13644	3.83	0	0.01924	1
fd18.mtx.hgr.random100	reduce8	16428	16428	3.86	13360	13612	3.83	1024	0.02740	1
