graph	algo	n	m	e	rn	rm	re	offset	time	seed
dac2012_superblue16.hgr.random100	reduce3	698339	697458	3.27	698339	691216	3.28	0	0.34183	21
dac2012_superblue16.hgr.random100	reduce14	698339	697458	3.27	94130	95904	2.93	189936	9.37428	1
dac2012_superblue16.hgr.random100	reduce4	698339	697458	3.27	398009	406615	3.37	105359	0.57132	21
dac2012_superblue16.hgr.random100	reduce13	698339	697458	3.27	94514	96345	2.93	189826	15.07783	1
dac2012_superblue14.hgr.random100	reduce13	630802	619815	3.31	121458	112420	3.64	150891	66.17532	1002
dac2012_superblue16.hgr.random100	reduce7	698339	697458	3.27	288144	103552	2.92	0	33.71273	1
dac2012_superblue16.hgr.random100	reduce5	698339	697458	3.27	613250	613437	3.11	1626	5.15435	21
dac2012_superblue16.hgr.random100	reduce6	698339	697458	3.27	619047	634900	3.29	26482	3.68182	21
dac2012_superblue16.hgr.random100	reduce8	698339	697458	3.27	94070	95857	2.93	189953	9.54725	21
dac2012_superblue16.hgr.random100	reduce9	698339	697458	3.27	94070	95857	2.93	189953	9.48550	21
dac2012_superblue16.hgr.random100	reduce1	698339	697458	3.27	698339	697416	3.27	0	0.13586	203
dac2012_superblue16.hgr.random100	reduce15	698339	697458	3.27	307785	317030	3.23	127097	2.02978	21
dac2012_superblue16.hgr.random100	reduce2	698339	697458	3.27	554015	566967	3.30	51484	0.17396	203
dac2012_superblue16.hgr.random100	reduce11	698339	697458	3.27	93878	96877	2.92	190012	9.42367	21
dac2012_superblue16.hgr.random100	reduce3	698339	697458	3.27	698339	691216	3.28	0	0.33772	203
dac2012_superblue16.hgr.random100	reduce10	698339	697458	3.27	94081	95871	2.93	189943	11.81276	21
dac2012_superblue16.hgr.random100	reduce12	698339	697458	3.27	94070	95857	2.93	189953	10.34764	21
dac2012_superblue16.hgr.random100	reduce4	698339	697458	3.27	398009	406615	3.37	105359	0.56979	203
dac2012_superblue16.hgr.random100	reduce14	698339	697458	3.27	94130	95904	2.93	189936	9.35284	21
dac2012_superblue16.hgr.random100	reduce6	698339	697458	3.27	619047	634900	3.29	26482	3.52023	203
dac2012_superblue16.hgr.random100	reduce13	698339	697458	3.27	94514	96345	2.93	189826	15.04117	21
dac2012_superblue16.hgr.random100	reduce5	698339	697458	3.27	613250	613437	3.11	1626	5.17584	203
dac2012_superblue16.hgr.random100	reduce8	698339	697458	3.27	94070	95857	2.93	189953	9.57013	203
dac2012_superblue16.hgr.random100	reduce9	698339	697458	3.27	94070	95857	2.93	189953	9.49855	203
dac2012_superblue16.hgr.random100	reduce11	698339	697458	3.27	93878	96877	2.92	190012	9.43722	203
dac2012_superblue16.hgr.random100	reduce1	698339	697458	3.27	698339	697416	3.27	0	0.13104	1002
dac2012_superblue16.hgr.random100	reduce15	698339	697458	3.27	307785	317030	3.23	127097	2.04276	203
dac2012_superblue16.hgr.random100	reduce10	698339	697458	3.27	94081	95871	2.93	189943	11.74058	203
dac2012_superblue16.hgr.random100	reduce7	698339	697458	3.27	288144	103552	2.92	0	33.77308	21
dac2012_superblue16.hgr.random100	reduce2	698339	697458	3.27	554015	566967	3.30	51484	0.17912	1002
dac2012_superblue16.hgr.random100	reduce12	698339	697458	3.27	94070	95857	2.93	189953	10.34645	203
dac2012_superblue16.hgr.random100	reduce3	698339	697458	3.27	698339	691216	3.28	0	0.32999	1002
dac2012_superblue16.hgr.random100	reduce4	698339	697458	3.27	398009	406615	3.37	105359	0.56457	1002
dac2012_superblue16.hgr.random100	reduce14	698339	697458	3.27	94130	95904	2.93	189936	9.26245	203
dac2012_superblue16.hgr.random100	reduce13	698339	697458	3.27	94514	96345	2.93	189826	15.32851	203
dac2012_superblue16.hgr.random100	reduce6	698339	697458	3.27	619047	634900	3.29	26482	3.52352	1002
dac2012_superblue16.hgr.random100	reduce5	698339	697458	3.27	613250	613437	3.11	1626	5.12807	1002
dac2012_superblue16.hgr.random100	reduce8	698339	697458	3.27	94070	95857	2.93	189953	9.52009	1002
dac2012_superblue16.hgr.random100	reduce9	698339	697458	3.27	94070	95857	2.93	189953	9.50666	1002
dac2012_superblue16.hgr.random100	reduce7	698339	697458	3.27	288144	103552	2.92	0	33.54229	203
dac2012_superblue16.hgr.random100	reduce11	698339	697458	3.27	93878	96877	2.92	190012	9.42010	1002
dac2012_superblue2.hgr.random100	reduce1	1010321	990899	3.26	1010321	990729	3.26	0	0.19506	1
dac2012_superblue16.hgr.random100	reduce10	698339	697458	3.27	94081	95871	2.93	189943	11.78565	1002
dac2012_superblue16.hgr.random100	reduce15	698339	697458	3.27	307785	317030	3.23	127097	2.03115	1002
dac2012_superblue2.hgr.random100	reduce2	1010321	990899	3.26	656512	666575	3.28	114238	0.28585	1
dac2012_superblue16.hgr.random100	reduce12	698339	697458	3.27	94070	95857	2.93	189953	10.37371	1002
dac2012_superblue2.hgr.random100	reduce3	1010321	990899	3.26	1010321	958884	3.29	0	0.47964	1
dac2012_superblue2.hgr.random100	reduce4	1010321	990899	3.26	499162	505292	3.21	153014	0.93830	1
dac2012_superblue16.hgr.random100	reduce13	698339	697458	3.27	94514	96345	2.93	189826	15.12362	1002
dac2012_superblue16.hgr.random100	reduce14	698339	697458	3.27	94130	95904	2.93	189936	9.26966	1002
dac2012_superblue2.hgr.random100	reduce6	1010321	990899	3.26	773152	785851	3.27	72008	5.03497	1
dac2012_superblue2.hgr.random100	reduce5	1010321	990899	3.26	784962	774846	3.00	17887	8.94163	1
dac2012_superblue16.hgr.random100	reduce7	698339	697458	3.27	288144	103552	2.92	0	33.50017	1002
dac2012_superblue2.hgr.random100	reduce8	1010321	990899	3.26	211913	215420	3.13	232357	59.50705	1
dac2012_superblue2.hgr.random100	reduce9	1010321	990899	3.26	211913	215420	3.13	232357	59.34221	1
dac2012_superblue2.hgr.random100	reduce1	1010321	990899	3.26	1010321	990729	3.26	0	0.18752	21
dac2012_superblue2.hgr.random100	reduce2	1010321	990899	3.26	656512	666575	3.28	114238	0.27981	21
dac2012_superblue2.hgr.random100	reduce11	1010321	990899	3.26	211908	219106	3.14	232359	59.19219	1
dac2012_superblue2.hgr.random100	reduce10	1010321	990899	3.26	211771	215316	3.13	232406	61.37015	1
dac2012_superblue2.hgr.random100	reduce3	1010321	990899	3.26	1010321	958884	3.29	0	0.49038	21
dac2012_superblue2.hgr.random100	reduce4	1010321	990899	3.26	499162	505292	3.21	153014	0.93212	21
dac2012_superblue2.hgr.random100	reduce13	1010321	990899	3.26	211604	215052	3.13	232445	60.47927	1
dac2012_superblue2.hgr.random100	reduce15	1010321	990899	3.26	401685	398824	3.15	176337	7.92396	1
dac2012_superblue2.hgr.random100	reduce6	1010321	990899	3.26	773152	785851	3.27	72008	4.90705	21
dac2012_superblue2.hgr.random100	reduce12	1010321	990899	3.26	211904	215408	3.13	232363	67.56017	1
dac2012_superblue2.hgr.random100	reduce5	1010321	990899	3.26	784962	774846	3.00	17887	8.97452	21
dac2012_superblue2.hgr.random100	reduce14	1010321	990899	3.26	212553	216105	3.14	232264	66.77053	1
dac2012_superblue2.hgr.random100	reduce8	1010321	990899	3.26	211913	215420	3.13	232357	59.17097	21
dac2012_superblue2.hgr.random100	reduce9	1010321	990899	3.26	211913	215420	3.13	232357	59.22695	21
dac2012_superblue2.hgr.random100	reduce11	1010321	990899	3.26	211908	219106	3.14	232359	59.25353	21
dac2012_superblue2.hgr.random100	reduce1	1010321	990899	3.26	1010321	990729	3.26	0	0.19533	203
dac2012_superblue2.hgr.random100	reduce10	1010321	990899	3.26	211771	215316	3.13	232406	61.62185	21
dac2012_superblue2.hgr.random100	reduce7	1010321	990899	3.26	458507	238019	3.13	0	136.20022	1
dac2012_superblue2.hgr.random100	reduce2	1010321	990899	3.26	656512	666575	3.28	114238	0.28084	203
dac2012_superblue2.hgr.random100	reduce3	1010321	990899	3.26	1010321	958884	3.29	0	0.47897	203
dac2012_superblue2.hgr.random100	reduce4	1010321	990899	3.26	499162	505292	3.21	153014	0.93419	203
dac2012_superblue2.hgr.random100	reduce15	1010321	990899	3.26	401685	398824	3.15	176337	7.97313	21
dac2012_superblue2.hgr.random100	reduce13	1010321	990899	3.26	211604	215052	3.13	232445	60.46534	21
dac2012_superblue2.hgr.random100	reduce12	1010321	990899	3.26	211904	215408	3.13	232363	68.06898	21
dac2012_superblue2.hgr.random100	reduce6	1010321	990899	3.26	773152	785851	3.27	72008	5.03715	203
dac2012_superblue2.hgr.random100	reduce5	1010321	990899	3.26	784962	774846	3.00	17887	8.97729	203
dac2012_superblue12.hgr.random100	reduce7	1291931	1293436	3.69	539118	315790	3.75	0	633.25796	1
dac2012_superblue14.hgr.random100	reduce7	630802	619815	3.31	273695	117895	3.64	0	509.39728	1
dac2012_superblue12.hgr.random100	reduce7	1291931	1293436	3.69	539118	315790	3.75	0	633.99031	21
dac2012_superblue2.hgr.random100	reduce15	1010321	990899	3.26	401685	398824	3.15	176337	7.95800	203
dac2012_superblue2.hgr.random100	reduce1	1010321	990899	3.26	1010321	990729	3.26	0	0.19331	1002
dac2012_superblue2.hgr.random100	reduce14	1010321	990899	3.26	212553	216105	3.14	232264	66.90690	21
dac2012_superblue2.hgr.random100	reduce2	1010321	990899	3.26	656512	666575	3.28	114238	0.27845	1002
dac2012_superblue2.hgr.random100	reduce3	1010321	990899	3.26	1010321	958884	3.29	0	0.47116	1002
dac2012_superblue2.hgr.random100	reduce4	1010321	990899	3.26	499162	505292	3.21	153014	0.92945	1002
dac2012_superblue2.hgr.random100	reduce8	1010321	990899	3.26	211913	215420	3.13	232357	59.26248	203
dac2012_superblue2.hgr.random100	reduce9	1010321	990899	3.26	211913	215420	3.13	232357	59.23098	203
dac2012_superblue2.hgr.random100	reduce7	1010321	990899	3.26	458507	238019	3.13	0	134.88696	21
dac2012_superblue2.hgr.random100	reduce11	1010321	990899	3.26	211908	219106	3.14	232359	59.21722	203
dac2012_superblue2.hgr.random100	reduce10	1010321	990899	3.26	211771	215316	3.13	232406	61.42117	203
dac2012_superblue2.hgr.random100	reduce6	1010321	990899	3.26	773152	785851	3.27	72008	5.05508	1002
dac2012_superblue2.hgr.random100	reduce5	1010321	990899	3.26	784962	774846	3.00	17887	8.95871	1002
dac2012_superblue2.hgr.random100	reduce12	1010321	990899	3.26	211904	215408	3.13	232363	67.70520	203
dac2012_superblue12.hgr.random100	reduce7	1291931	1293436	3.69	539118	315790	3.75	0	633.41508	203
dac2012_superblue2.hgr.random100	reduce13	1010321	990899	3.26	211604	215052	3.13	232445	60.67647	203
dac2012_superblue3.hgr.random100	reduce1	917944	898001	3.46	917944	897935	3.46	0	0.17590	1
dac2012_superblue3.hgr.random100	reduce2	917944	898001	3.46	642105	645453	3.55	86294	0.30341	1
dac2012_superblue14.hgr.random100	reduce7	630802	619815	3.31	273695	117895	3.64	0	508.50585	21
dac2012_superblue3.hgr.random100	reduce3	917944	898001	3.46	917944	886111	3.47	0	0.61109	1
dac2012_superblue2.hgr.random100	reduce15	1010321	990899	3.26	401685	398824	3.15	176337	7.98864	1002
dac2012_superblue3.hgr.random100	reduce4	917944	898001	3.46	523349	521687	3.52	108781	1.07494	1
dac2012_superblue3.hgr.random100	reduce6	917944	898001	3.46	773236	778991	3.50	44415	12.82529	1
dac2012_superblue2.hgr.random100	reduce14	1010321	990899	3.26	212553	216105	3.14	232264	66.76144	203
dac2012_superblue3.hgr.random100	reduce5	917944	898001	3.46	764683	755492	3.25	4045	23.51514	1
dac2012_superblue2.hgr.random100	reduce8	1010321	990899	3.26	211913	215420	3.13	232357	59.20683	1002
dac2012_superblue2.hgr.random100	reduce9	1010321	990899	3.26	211913	215420	3.13	232357	59.30350	1002
dac2012_superblue12.hgr.random100	reduce7	1291931	1293436	3.69	539118	315790	3.75	0	632.44007	1002
dac2012_superblue2.hgr.random100	reduce11	1010321	990899	3.26	211908	219106	3.14	232359	59.60644	1002
dac2012_superblue2.hgr.random100	reduce10	1010321	990899	3.26	211771	215316	3.13	232406	61.37358	1002
dac2012_superblue2.hgr.random100	reduce13	1010321	990899	3.26	211604	215052	3.13	232445	60.74081	1002
dac2012_superblue3.hgr.random100	reduce1	917944	898001	3.46	917944	897935	3.46	0	0.17310	21
dac2012_superblue3.hgr.random100	reduce2	917944	898001	3.46	642105	645453	3.55	86294	0.30458	21
dac2012_superblue3.hgr.random100	reduce3	917944	898001	3.46	917944	886111	3.47	0	0.61131	21
dac2012_superblue3.hgr.random100	reduce4	917944	898001	3.46	523349	521687	3.52	108781	1.06273	21
dac2012_superblue2.hgr.random100	reduce12	1010321	990899	3.26	211904	215408	3.13	232363	68.40732	1002
dac2012_superblue2.hgr.random100	reduce7	1010321	990899	3.26	458507	238019	3.13	0	135.97822	203
dac2012_superblue14.hgr.random100	reduce7	630802	619815	3.31	273695	117895	3.64	0	507.47361	203
dac2012_superblue3.hgr.random100	reduce15	917944	898001	3.46	427201	419770	3.49	128387	12.38178	1
dac2012_superblue2.hgr.random100	reduce14	1010321	990899	3.26	212553	216105	3.14	232264	66.61176	1002
dac2012_superblue3.hgr.random100	reduce6	917944	898001	3.46	773236	778991	3.50	44415	12.86387	21
dac2012_superblue3.hgr.random100	reduce8	917944	898001	3.46	162774	116748	4.37	173432	44.61325	1
dac2012_superblue3.hgr.random100	reduce9	917944	898001	3.46	162774	116748	4.37	173432	44.40789	1
dac2012_superblue3.hgr.random100	reduce5	917944	898001	3.46	764683	755492	3.25	4045	23.71712	21
dac2012_superblue3.hgr.random100	reduce11	917944	898001	3.46	162781	119231	4.46	173428	44.33354	1
dac2012_superblue3.hgr.random100	reduce12	917944	898001	3.46	162776	116749	4.37	173431	44.76163	1
dac2012_superblue3.hgr.random100	reduce1	917944	898001	3.46	917944	897935	3.46	0	0.17993	203
dac2012_superblue3.hgr.random100	reduce10	917944	898001	3.46	162831	116816	4.37	173421	52.13575	1
dac2012_superblue3.hgr.random100	reduce2	917944	898001	3.46	642105	645453	3.55	86294	0.30231	203
dac2012_superblue3.hgr.random100	reduce14	917944	898001	3.46	164012	117449	4.37	173126	44.41646	1
dac2012_superblue3.hgr.random100	reduce3	917944	898001	3.46	917944	886111	3.47	0	0.61530	203
dac2012_superblue3.hgr.random100	reduce4	917944	898001	3.46	523349	521687	3.52	108781	1.06876	203
dac2012_superblue3.hgr.random100	reduce15	917944	898001	3.46	427201	419770	3.49	128387	12.17011	21
dac2012_superblue3.hgr.random100	reduce13	917944	898001	3.46	163035	117370	4.35	173152	57.03154	1
dac2012_superblue3.hgr.random100	reduce8	917944	898001	3.46	162774	116748	4.37	173432	44.55214	21
dac2012_superblue3.hgr.random100	reduce9	917944	898001	3.46	162774	116748	4.37	173432	44.36570	21
dac2012_superblue3.hgr.random100	reduce6	917944	898001	3.46	773236	778991	3.50	44415	13.25691	203
dac2012_superblue3.hgr.random100	reduce10	917944	898001	3.46	162831	116816	4.37	173421	51.95168	21
dac2012_superblue3.hgr.random100	reduce11	917944	898001	3.46	162781	119231	4.46	173428	44.21998	21
dac2012_superblue2.hgr.random100	reduce7	1010321	990899	3.26	458507	238019	3.13	0	135.27611	1002
dac2012_superblue3.hgr.random100	reduce5	917944	898001	3.46	764683	755492	3.25	4045	23.83091	203
dac2012_superblue3.hgr.random100	reduce1	917944	898001	3.46	917944	897935	3.46	0	0.17033	1002
dac2012_superblue3.hgr.random100	reduce2	917944	898001	3.46	642105	645453	3.55	86294	0.30699	1002
dac2012_superblue3.hgr.random100	reduce12	917944	898001	3.46	162776	116749	4.37	173431	44.69003	21
dac2012_superblue3.hgr.random100	reduce3	917944	898001	3.46	917944	886111	3.47	0	0.61273	1002
dac2012_superblue3.hgr.random100	reduce4	917944	898001	3.46	523349	521687	3.52	108781	1.07886	1002
dac2012_superblue3.hgr.random100	reduce14	917944	898001	3.46	164012	117449	4.37	173126	44.61205	21
dac2012_superblue3.hgr.random100	reduce15	917944	898001	3.46	427201	419770	3.49	128387	12.47459	203
dac2012_superblue14.hgr.random100	reduce7	630802	619815	3.31	273695	117895	3.64	0	504.06225	1002
dac2012_superblue3.hgr.random100	reduce7	917944	898001	3.46	345256	130777	4.38	0	116.31299	1
dac2012_superblue3.hgr.random100	reduce13	917944	898001	3.46	163035	117370	4.35	173152	57.03836	21
dac2012_superblue3.hgr.random100	reduce6	917944	898001	3.46	773236	778991	3.50	44415	12.52165	1002
dac2012_superblue3.hgr.random100	reduce5	917944	898001	3.46	764683	755492	3.25	4045	23.59413	1002
dac2012_superblue3.hgr.random100	reduce8	917944	898001	3.46	162774	116748	4.37	173432	44.25385	203
dac2012_superblue3.hgr.random100	reduce9	917944	898001	3.46	162774	116748	4.37	173432	45.25102	203
dac2012_superblue3.hgr.random100	reduce11	917944	898001	3.46	162781	119231	4.46	173428	44.49588	203
dac2012_superblue6.hgr.random100	reduce1	1011662	1006629	3.37	1011662	1006535	3.37	0	0.19436	1
dac2012_superblue6.hgr.random100	reduce2	1011662	1006629	3.37	792979	818574	3.38	70887	0.29922	1
dac2012_superblue3.hgr.random100	reduce12	917944	898001	3.46	162776	116749	4.37	173431	44.80356	203
dac2012_superblue6.hgr.random100	reduce3	1011662	1006629	3.37	1011662	984022	3.39	0	0.56678	1
dac2012_superblue6.hgr.random100	reduce4	1011662	1006629	3.37	602248	624319	3.31	119286	1.11182	1
dac2012_superblue3.hgr.random100	reduce10	917944	898001	3.46	162831	116816	4.37	173421	52.17221	203
dac2012_superblue3.hgr.random100	reduce14	917944	898001	3.46	164012	117449	4.37	173126	44.32225	203
dac2012_superblue3.hgr.random100	reduce15	917944	898001	3.46	427201	419770	3.49	128387	12.10998	1002
dac2012_superblue6.hgr.random100	reduce6	1011662	1006629	3.37	882087	906012	3.38	39293	15.10400	1
dac2012_superblue3.hgr.random100	reduce13	917944	898001	3.46	163035	117370	4.35	173152	57.10219	203
dac2012_superblue3.hgr.random100	reduce7	917944	898001	3.46	345256	130777	4.38	0	117.26214	21
dac2012_superblue3.hgr.random100	reduce8	917944	898001	3.46	162774	116748	4.37	173432	44.45972	1002
dac2012_superblue3.hgr.random100	reduce9	917944	898001	3.46	162774	116748	4.37	173432	44.48418	1002
dac2012_superblue3.hgr.random100	reduce11	917944	898001	3.46	162781	119231	4.46	173428	44.27004	1002
dac2012_superblue3.hgr.random100	reduce12	917944	898001	3.46	162776	116749	4.37	173431	44.56955	1002
dac2012_superblue6.hgr.random100	reduce1	1011662	1006629	3.37	1011662	1006535	3.37	0	0.19006	21
dac2012_superblue6.hgr.random100	reduce2	1011662	1006629	3.37	792979	818574	3.38	70887	0.29556	21
dac2012_superblue6.hgr.random100	reduce3	1011662	1006629	3.37	1011662	984022	3.39	0	0.56205	21
dac2012_superblue3.hgr.random100	reduce10	917944	898001	3.46	162831	116816	4.37	173421	51.97968	1002
dac2012_superblue6.hgr.random100	reduce4	1011662	1006629	3.37	602248	624319	3.31	119286	1.13972	21
dac2012_superblue6.hgr.random100	reduce15	1011662	1006629	3.37	515388	530393	3.28	137062	12.46835	1
dac2012_superblue3.hgr.random100	reduce14	917944	898001	3.46	164012	117449	4.37	173126	44.55487	1002
dac2012_superblue6.hgr.random100	reduce6	1011662	1006629	3.37	882087	906012	3.38	39293	15.10307	21
dac2012_superblue3.hgr.random100	reduce13	917944	898001	3.46	163035	117370	4.35	173152	57.17913	1002
dac2012_superblue6.hgr.random100	reduce5	1011662	1006629	3.37	822898	836071	3.10	5352	51.25554	1
dac2012_superblue3.hgr.random100	reduce7	917944	898001	3.46	345256	130777	4.38	0	117.57315	203
dac2012_superblue6.hgr.random100	reduce8	1011662	1006629	3.37	212949	198390	3.37	197073	69.11669	1
dac2012_superblue6.hgr.random100	reduce9	1011662	1006629	3.37	212949	198390	3.37	197073	68.84021	1
dac2012_superblue6.hgr.random100	reduce5	1011662	1006629	3.37	822898	836071	3.10	5352	50.53847	21
dac2012_superblue3.hgr.random100	reduce7	917944	898001	3.46	345256	130777	4.38	0	116.44180	1002
dac2012_superblue6.hgr.random100	reduce1	1011662	1006629	3.37	1011662	1006535	3.37	0	0.19759	203
dac2012_superblue6.hgr.random100	reduce11	1011662	1006629	3.37	212955	202040	3.40	197070	69.35657	1
dac2012_superblue6.hgr.random100	reduce10	1011662	1006629	3.37	212836	198329	3.37	197122	72.42730	1
dac2012_superblue6.hgr.random100	reduce2	1011662	1006629	3.37	792979	818574	3.38	70887	0.29763	203
dac2012_superblue6.hgr.random100	reduce3	1011662	1006629	3.37	1011662	984022	3.39	0	0.56924	203
dac2012_superblue6.hgr.random100	reduce12	1011662	1006629	3.37	212952	198386	3.37	197068	70.01998	1
dac2012_superblue6.hgr.random100	reduce14	1011662	1006629	3.37	213543	198903	3.37	196909	68.14125	1
dac2012_superblue6.hgr.random100	reduce13	1011662	1006629	3.37	212697	198165	3.37	197088	70.31968	1
dac2012_superblue6.hgr.random100	reduce4	1011662	1006629	3.37	602248	624319	3.31	119286	1.10956	203
dac2012_superblue6.hgr.random100	reduce15	1011662	1006629	3.37	515388	530393	3.28	137062	12.43260	21
dac2012_superblue6.hgr.random100	reduce8	1011662	1006629	3.37	212949	198390	3.37	197073	68.72562	21
dac2012_superblue6.hgr.random100	reduce6	1011662	1006629	3.37	882087	906012	3.38	39293	15.44822	203
dac2012_superblue6.hgr.random100	reduce9	1011662	1006629	3.37	212949	198390	3.37	197073	68.79277	21
dac2012_superblue6.hgr.random100	reduce11	1011662	1006629	3.37	212955	202040	3.40	197070	68.72460	21
dac2012_superblue6.hgr.random100	reduce10	1011662	1006629	3.37	212836	198329	3.37	197122	72.24107	21
dac2012_superblue6.hgr.random100	reduce1	1011662	1006629	3.37	1011662	1006535	3.37	0	0.18943	1002
dac2012_superblue6.hgr.random100	reduce2	1011662	1006629	3.37	792979	818574	3.38	70887	0.30121	1002
dac2012_superblue6.hgr.random100	reduce3	1011662	1006629	3.37	1011662	984022	3.39	0	0.56322	1002
dac2012_superblue6.hgr.random100	reduce4	1011662	1006629	3.37	602248	624319	3.31	119286	1.12528	1002
dac2012_superblue6.hgr.random100	reduce12	1011662	1006629	3.37	212952	198386	3.37	197068	69.47441	21
dac2012_superblue6.hgr.random100	reduce15	1011662	1006629	3.37	515388	530393	3.28	137062	12.42099	203
dac2012_superblue6.hgr.random100	reduce5	1011662	1006629	3.37	822898	836071	3.10	5352	50.89613	203
dac2012_superblue6.hgr.random100	reduce6	1011662	1006629	3.37	882087	906012	3.38	39293	16.16122	1002
dac2012_superblue6.hgr.random100	reduce14	1011662	1006629	3.37	213543	198903	3.37	196909	68.06641	21
dac2012_superblue6.hgr.random100	reduce13	1011662	1006629	3.37	212697	198165	3.37	197088	70.39428	21
dac2012_superblue6.hgr.random100	reduce8	1011662	1006629	3.37	212949	198390	3.37	197073	69.41045	203
dac2012_superblue6.hgr.random100	reduce9	1011662	1006629	3.37	212949	198390	3.37	197073	69.06699	203
dac2012_superblue6.hgr.random100	reduce11	1011662	1006629	3.37	212955	202040	3.40	197070	69.46836	203
dac2012_superblue6.hgr.random100	reduce10	1011662	1006629	3.37	212836	198329	3.37	197122	72.37471	203
dac2012_superblue6.hgr.random100	reduce12	1011662	1006629	3.37	212952	198386	3.37	197068	69.57809	203
dac2012_superblue6.hgr.random100	reduce5	1011662	1006629	3.37	822898	836071	3.10	5352	51.26874	1002
dac2012_superblue6.hgr.random100	reduce13	1011662	1006629	3.37	212697	198165	3.37	197088	70.20871	203
dac2012_superblue7.hgr.random100	reduce1	1360217	1340418	3.68	1360217	1340357	3.68	0	0.27663	1
dac2012_superblue7.hgr.random100	reduce2	1360217	1340418	3.68	999166	1008507	3.70	98385	0.40903	1
dac2012_superblue6.hgr.random100	reduce15	1011662	1006629	3.37	515388	530393	3.28	137062	12.38304	1002
dac2012_superblue7.hgr.random100	reduce3	1360217	1340418	3.68	1360217	1316385	3.70	0	0.87740	1
dac2012_superblue7.hgr.random100	reduce4	1360217	1340418	3.68	690102	696072	3.65	163278	1.80702	1
dac2012_superblue6.hgr.random100	reduce14	1011662	1006629	3.37	213543	198903	3.37	196909	68.17782	203
dac2012_superblue7.hgr.random100	reduce6	1360217	1340418	3.68	1194228	1207086	3.71	52054	17.60933	1
dac2012_superblue6.hgr.random100	reduce8	1011662	1006629	3.37	212949	198390	3.37	197073	69.30107	1002
dac2012_superblue6.hgr.random100	reduce9	1011662	1006629	3.37	212949	198390	3.37	197073	68.99102	1002
dac2012_superblue6.hgr.random100	reduce11	1011662	1006629	3.37	212955	202040	3.40	197070	68.76432	1002
dac2012_superblue6.hgr.random100	reduce10	1011662	1006629	3.37	212836	198329	3.37	197122	72.47215	1002
dac2012_superblue7.hgr.random100	reduce5	1360217	1340418	3.68	1059401	1056305	3.43	14987	46.67455	1
dac2012_superblue6.hgr.random100	reduce12	1011662	1006629	3.37	212952	198386	3.37	197068	69.59995	1002
dac2012_superblue6.hgr.random100	reduce14	1011662	1006629	3.37	213543	198903	3.37	196909	68.32944	1002
dac2012_superblue7.hgr.random100	reduce1	1360217	1340418	3.68	1360217	1340357	3.68	0	0.26482	21
dac2012_superblue6.hgr.random100	reduce13	1011662	1006629	3.37	212697	198165	3.37	197088	70.27046	1002
dac2012_superblue7.hgr.random100	reduce2	1360217	1340418	3.68	999166	1008507	3.70	98385	0.39964	21
dac2012_superblue7.hgr.random100	reduce3	1360217	1340418	3.68	1360217	1316385	3.70	0	0.87216	21
dac2012_superblue7.hgr.random100	reduce4	1360217	1340418	3.68	690102	696072	3.65	163278	1.79811	21
dac2012_superblue7.hgr.random100	reduce15	1360217	1340418	3.68	608984	597327	3.60	177954	10.79393	1
dac2012_superblue7.hgr.random100	reduce8	1360217	1340418	3.68	150771	122825	3.79	257673	63.85929	1
dac2012_superblue7.hgr.random100	reduce9	1360217	1340418	3.68	150771	122825	3.79	257673	62.85310	1
dac2012_superblue7.hgr.random100	reduce6	1360217	1340418	3.68	1194228	1207086	3.71	52054	19.36036	21
dac2012_superblue7.hgr.random100	reduce10	1360217	1340418	3.68	150671	122702	3.79	257725	65.08410	1
dac2012_superblue7.hgr.random100	reduce11	1360217	1340418	3.68	150771	129751	4.04	257673	64.23787	1
dac2012_superblue7.hgr.random100	reduce12	1360217	1340418	3.68	150769	122822	3.79	257674	64.45339	1
dac2012_superblue7.hgr.random100	reduce13	1360217	1340418	3.68	152852	125949	3.76	257191	64.33044	1
dac2012_superblue7.hgr.random100	reduce14	1360217	1340418	3.68	150921	122990	3.79	257637	62.45126	1
dac2012_superblue7.hgr.random100	reduce1	1360217	1340418	3.68	1360217	1340357	3.68	0	0.25894	203
dac2012_superblue7.hgr.random100	reduce2	1360217	1340418	3.68	999166	1008507	3.70	98385	0.40535	203
dac2012_superblue7.hgr.random100	reduce5	1360217	1340418	3.68	1059401	1056305	3.43	14987	46.28643	21
dac2012_superblue7.hgr.random100	reduce3	1360217	1340418	3.68	1360217	1316385	3.70	0	0.87244	203
dac2012_superblue7.hgr.random100	reduce4	1360217	1340418	3.68	690102	696072	3.65	163278	1.79546	203
dac2012_superblue7.hgr.random100	reduce15	1360217	1340418	3.68	608984	597327	3.60	177954	10.70796	21
dac2012_superblue6.hgr.random100	reduce7	1011662	1006629	3.37	414292	209808	3.37	0	294.38933	1
dac2012_superblue7.hgr.random100	reduce6	1360217	1340418	3.68	1194228	1207086	3.71	52054	18.08905	203
dac2012_superblue7.hgr.random100	reduce8	1360217	1340418	3.68	150771	122825	3.79	257673	64.77354	21
dac2012_superblue7.hgr.random100	reduce9	1360217	1340418	3.68	150771	122825	3.79	257673	64.03236	21
dac2012_superblue7.hgr.random100	reduce10	1360217	1340418	3.68	150671	122702	3.79	257725	65.56194	21
dac2012_superblue7.hgr.random100	reduce11	1360217	1340418	3.68	150771	129751	4.04	257673	63.17666	21
dac2012_superblue6.hgr.random100	reduce7	1011662	1006629	3.37	414292	209808	3.37	0	293.68788	21
