graph	algo	size	time	opt	seed	mem
sat14_manol-pipe-c10nidw.cnf.dual.hgr.random100	ILP	163439	3600.43	0	1	4717860
sat14_MD5-30-5.cnf.dual.hgr.random100	ILP	2920	3600.03	0	1	488236
sat14_openstacks-p30_3.085-SAT.cnf.hgr.random100	ILP	166047	50.6992	1	1	1271332
sat14_post-cbmc-aes-d-r2-noholes.cnf.dual.hgr.random100	ILP	104936	3645.86	0	1	3891832
sat14_post-cbmc-aes-ee-r2-noholes.cnf.dual.hgr.random100	ILP	101292	3601.34	0	1	8769360
sat14_q_query_3_L100_coli.sat.cnf.primal.hgr.random100	ILP	131181	304.357	1	1	1903176
sat14_q_query_3_L150_coli.sat.cnf.hgr.random100	ILP	484565	326.851	1	1	2345688
sat14_SAT_dat.k75-24_1_rule_3.cnf.primal.hgr.random100	ILP	474425	3601.15	0	1	5464108
sat14_SAT_dat.k85-24_1_rule_3.cnf.hgr.random100	ILP	1228271	3602.47	0	1	14686432
sat14_SAT_dat.k95-24_1_rule_3.cnf.primal.hgr.random100	ILP	602010	3601.65	0	1	6823712
sat14_slp-synthesis-aes-top29.cnf.primal.hgr.random100	ILP	32017	4.26324	1	1	377936
sat14_UCG-15-10p1.cnf.hgr.random100	ILP	132284	3600.28	0	1	1041752
sat14_UCG-15-10p1.cnf.primal.hgr.random100	ILP	39543	3600.5	0	1	2566176
shermanACb.mtx.hgr.random100.rendered	ILP	1912	0.317616	1	1	38340
ship_001.mtx.hgr.random100	ILP	238	3600.14	0	1	415028
sls.mtx.hgr.random100	ILP	54721	75.0809	1	1	2240164
soc-sign-epinions.mtx.hgr.random100	ILP	70473	1.0793	1	1	171812
TSOPF_FS_b162_c3.mtx.hgr.random100.rendered	ILP	7556	1.23918	1	1	217072
xenon2.mtx.hgr.random100	ILP	4240	3600.27	0	1	501068
ABACUS_shell_hd.mtx.hgr.random100	ILP	2541	3600.02	0	21	561936
as-22july06.mtx.hgr.random100	ILP	2057	0.14441	1	21	35688
as-caida.mtx.hgr.random100	ILP	7339	0.144853	1	21	42928
BenElechi1.mtx.hgr.random100	ILP	4453	3600.36	0	21	1231556
bips07_1998.mtx.hgr.random100	ILP	5359	0.149109	1	21	31744
bloweya.mtx.hgr.random100	ILP	10001	0.18647	1	21	49016
c-64.mtx.hgr.random100	ILP	22600	1.08189	1	21	120272
ca-CondMat.mtx.hgr.random100	ILP	4057	0.343503	1	21	43724
case39.mtx.hgr.random100.rendered	ILP	10017	0.995269	1	21	147556
Chebyshev4.mtx.hgr.random100.rendered	ILP	1	5.54686	1	21	567588
Chem97Zt.mtx.hgr.random100.rendered	ILP	131	0.0843832	1	21	32540
crystk02.mtx.hgr.random100.lg.metis	ILP	1941959	94.7095	1	21	1725388
dac2012_superblue11.hgr.random100	ILP	260445	3600.61	0	21	3338312
dac2012_superblue12.hgr.random100	ILP	281792	3600.65	0	21	3709888
dac2012_superblue14.hgr.random100	ILP	182604	3600.64	0	21	3668156
dac2012_superblue16.hgr.random100	ILP	221950	3600.45	0	21	5378608
dac2012_superblue2.hgr.random100	ILP	294361	3601.07	0	21	4053448
dac2012_superblue3.hgr.random100	ILP	208112	3600.5	0	21	4376924
dac2012_superblue6.hgr.random100	ILP	249685	3600.58	0	21	6463616
dac2012_superblue7.hgr.random100	ILP	292995	3600.7	0	21	4581216
dac2012_superblue9.hgr.random100	ILP	189169	3600.42	0	21	3811416
dictionary28.mtx.hgr.random100	ILP	29631	5.88901	1	21	78552
ex19.mtx.hgr.random100	ILP	985	0.217684	1	21	40960
fd18.mtx.hgr.random100	ILP	4104	3600.02	0	21	846948
g7jac040sc.mtx.hgr.random100	ILP	2960	0.726984	1	21	51932
garon2.mtx.hgr.random100	ILP	400	1.21155	1	21	53248
IMDB.mtx.hgr.random100	ILP	138181	8.80329	1	21	897180
ISPD98_ibm11.hgr.random100	ILP	19660	2811.31	1	21	976732
ISPD98_ibm12.hgr.random100	ILP	19216	3600.06	0	21	735088
kron_g500-logn16.mtx.hgr.random100.rendered	ILP	14103	4.35403	1	21	572216
lhr14.mtx.hgr.random100	ILP	4314	0.322812	1	21	51200
lp_pds_20.mtx.hgr.random100	ILP	14743	1.1764	1	21	105376
m14b.mtx.hgr.random100	ILP	8710	3600.26	0	21	975872
msc10848.mtx.hgr.random100	ILP	88	0.844553	1	21	118384
mult_dcop_01.mtx.hgr.random100.rendered	ILP	1540	0.199536	1	21	45932
NotreDame_actors.mtx.hgr.random100	ILP	20684	3600.18	0	21	645440
pdb1HYS.mtx.hgr.random100	ILP	334	3600.11	0	21	1016032
